name,meanADE,meanFDE,medianADE,medianFDE
zara1,0.30864504299536827,0.7786100422015623,0.24326230659358383,0.6100533483522309
hotel,0.2875755666298992,0.6100215892106016,0.19768447090122523,0.39749533268006865
eth,0.8071720389396418,1.9087863156299134,0.6989339926523834,1.577522326174435
univ,0.40196170073088644,1.0158998786488638,0.33090660391597637,0.847982859564133
zara2,0.23651463978925752,0.5997607030014572,0.12215704132035808,0.2854652254392316
