name,meanADE,meanFDE,medianADE,medianFDE
zara1,0.4899337396820731,1.22231184137362,0.4142109342322807,1.0403229658864759
hotel,0.41786278763982454,0.9508282815284008,0.32335754094405655,0.7208467899515152
eth,0.8976881693939435,2.096178978637893,0.7840256790139856,1.7903391399139483
univ,0.5204245861098195,1.282850693199108,0.4390828515573,1.091309050942848
zara2,0.3797110038120605,0.9456554125400668,0.2745830687498684,0.6781333700238024
