name,meanADE,meanFDE,medianADE,medianFDE
zara1,0.3185907209445929,0.8044209908464675,0.25386646210030145,0.6431841409104553
hotel,0.2690364055398166,0.5927223577491201,0.19681564892040346,0.39601559652002893
eth,0.7804331614372045,1.8345160193282188,0.6712688284118056,1.5090837286559617
univ,0.40712965167074605,1.0340987062274705,0.34401272825638013,0.8798639225450008
zara2,0.25018905255656676,0.6405564138884666,0.13951385047672224,0.31425667006164615
