name,meanADE,meanFDE,medianADE,medianFDE
zara1,0.339330071644051,0.865261261022804,0.2814289446453211,0.7196588601199071
hotel,0.24749930918197735,0.5445039999870357,0.1724703979089587,0.33097107113640606
eth,0.7797245813058934,1.870921140622213,0.6507381325440581,1.5011908693573082
univ,0.4178149747238488,1.0824830248086557,0.3568596300097046,0.9273819608023532
zara2,0.2413210050056174,0.6196847814202635,0.13417085057451072,0.30239376254590267
