name,meanADE,meanFDE,medianADE,medianFDE
zara1,0.16532759273120565,0.31565516073958033,0.1312286430384949,0.22091506169600605
hotel,0.12162542426326442,0.19768564803078256,0.09774646165490423,0.12444922873816074
eth,0.437913114579955,0.8868846283612012,0.32826867310156993,0.5472190909792773
univ,0.21572162819644936,0.42869967966116695,0.1722489522888755,0.28768743754909243
zara2,0.12203017123698126,0.24573909172861627,0.08192400542789208,0.09810371580485203
