name,minADE,minFDE
zara1,0.24536604189430866,0.4041414628131082
hotel,0.19030719248586767,0.277459393455872
eth,0.6507827154641928,1.1033930570449408
univ,0.3020574897621768,0.544314037298187
zara2,0.17564505254930915,0.31604572327200436
