name,minADE,minFDE
zara1,0.23644566153896368,0.40823229075327266
hotel,0.1822903324162956,0.2704863656386424
eth,0.6391499094992261,1.028730699954448
univ,0.3000374163627521,0.5313138949071807
zara2,0.18268416084203037,0.3238281877715195
