name,meanADE,meanFDE,medianADE,medianFDE
zara1,0.166453498248682,0.3185443986349707,0.1306054034256375,0.21645124957061151
hotel,0.1256935203044155,0.19934287180337676,0.10395680392657315,0.12837681876253898
eth,0.4324577991120757,0.8538790163427769,0.3405838369616897,0.512919395829632
univ,0.21356920720745814,0.4196041849446445,0.16847941066183297,0.270784089594421
zara2,0.12545720862393034,0.2585786994712963,0.07827989260826913,0.10027175443039069
